sjvg,postcode
1540.084577114428,1011
2683.6023166023165,1012
1332.2333333333333,1013
6446.714285714285,1014
1378.8635014836796,1015
1690.0648464163824,1016
2460.7360703812315,1017
1332.0570570570571,1018
933.542372881356,1019
1268.20625,1021
1381.3859649122808,1022
1442.5,1023
1042.0143884892086,1024
903.2184615384615,1025
2321.785714285714,1026
2286.7,1027
2317.0833333333335,1028
1343.0596026490066,1031
1653.433734939759,1032
1303.125412541254,1033
1179.0,1034
1379.9411764705883,1035
1079.7272727272727,1036
1769.5,1037
5480.333333333333,1041
6374.428571428572,1042
6231.6,1043
3254.0,1045
3802.3888888888887,1046
10002.0,1047
903.7900763358779,1051
1024.776595744681,1052
1018.7963525835867,1053
1466.7,1054
1030.6910569105692,1055
1063.2106918238994,1056
996.4108761329305,1057
1088.0469314079423,1058
1340.2706766917292,1059
1307.2022471910113,1060
1141.5290697674418,1061
986.4285714285714,1062
1218.0069444444443,1063
1030.8247734138972,1064
1156.8225108225108,1065
1396.9204545454545,1066
1212.1046153846153,1067
933.296052631579,1068
1116.940074906367,1069
2224.6666666666665,1071
1153.3719298245614,1072
1115.5735294117646,1073
1306.982456140351,1074
1880.3385214007783,1075
1003.2894736842105,1076
1885.94,1077
1277.8383233532934,1078
1202.2197183098592,1079
1334.7473684210527,1081
868.3372093023256,1082
940.7592592592592,1083
1440.0,1086
1119.0,1091
1176.5608465608466,1092
1091.3235294117646,1093
1012.5494071146245,1094
1042.1701030927834,1095
4692.153846153846,1096
1235.5561959654178,1097
1401.7282608695652,1098
6262.666666666667,1101
907.6712328767123,1102
582.260162601626,1103
1061.3111111111111,1104
7528.0,1105
1364.1854103343464,1106
1222.282786885246,1107
1400.3030303030303,1108
1448.5833333333333,1109
